idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,gt_label
50,0,2.5271006,20230217142545596,None,0,19,28,19,30,32,25,20,20,MapRecord[{gt_label=relax}]
51,0,2.53709,20230217142545606,None,0,20,42,20,31,32,23,21,20,MapRecord[{gt_label=relax}]
52,0,2.5470839,20230217142545616,None,0,20,42,20,31,32,23,21,20,MapRecord[{gt_label=relax}]
53,0,2.5570939,20230217142545626,None,0,20,42,19,30,31,21,20,18,MapRecord[{gt_label=relax}]
54,0,2.5671217,20230217142545636,None,0,17,41,20,30,32,20,19,19,MapRecord[{gt_label=relax}]
55,0,2.5770895,20230217142545646,None,0,17,41,20,30,32,20,19,19,MapRecord[{gt_label=relax}]
56,0,2.5870829,20230217142545656,None,0,17,41,20,30,32,20,19,19,MapRecord[{gt_label=relax}]
57,0,2.5971053,20230217142545666,None,0,18,42,24,27,28,21,19,19,MapRecord[{gt_label=relax}]
58,0,2.6070986,20230217142545676,None,0,18,42,24,27,28,21,19,19,MapRecord[{gt_label=relax}]
59,0,2.617101,20230217142545686,None,0,17,42,24,26,27,19,17,18,MapRecord[{gt_label=relax}]
60,0,2.6270916,20230217142545696,None,0,18,30,23,23,25,19,17,18,MapRecord[{gt_label=relax}]
61,0,2.6370852,20230217142545706,None,0,18,30,23,23,25,19,17,18,MapRecord[{gt_label=relax}]
62,0,2.6470954,20230217142545716,None,0,18,30,23,23,25,19,17,18,MapRecord[{gt_label=relax}]
63,0,2.657112,20230217142545726,None,0,18,37,26,24,28,21,19,19,MapRecord[{gt_label=relax}]
64,0,2.667092,20230217142545736,None,0,18,37,26,24,28,21,19,19,MapRecord[{gt_label=relax}]
65,0,2.677108,20230217142545746,None,0,18,45,26,27,27,21,20,20,MapRecord[{gt_label=relax}]
66,0,2.6870875,20230217142545756,None,0,17,46,23,27,27,23,21,19,MapRecord[{gt_label=relax}]
67,0,2.6970997,20230217142545766,None,0,17,46,23,27,27,23,21,19,MapRecord[{gt_label=relax}]
68,0,2.7070897,20230217142545776,None,0,17,46,23,27,27,23,21,19,MapRecord[{gt_label=relax}]
69,0,2.7170956,20230217142545786,None,0,18,45,25,32,29,23,22,19,MapRecord[{gt_label=relax}]
70,0,2.727089,20230217142545796,None,0,18,45,25,32,29,23,22,19,MapRecord[{gt_label=relax}]
71,0,2.7370985,20230217142545806,None,0,17,44,25,35,31,24,23,18,MapRecord[{gt_label=relax}]
72,0,2.7470922,20230217142545816,None,0,17,44,25,35,31,24,23,18,MapRecord[{gt_label=relax}]
73,0,2.75708,20230217142545826,None,0,16,37,24,36,29,22,21,17,MapRecord[{gt_label=relax}]
74,0,2.7670774,20230217142545836,None,0,16,37,24,36,29,22,21,17,MapRecord[{gt_label=relax}]
75,0,2.7770746,20230217142545846,None,0,16,24,22,34,26,22,20,16,MapRecord[{gt_label=relax}]
76,0,2.7871487,20230217142545856,None,0,16,24,22,34,26,22,20,16,MapRecord[{gt_label=relax}]
77,0,2.7971406,20230217142545866,None,0,22,38,23,35,28,21,19,19,MapRecord[{gt_label=relax}]
78,0,2.8071153,20230217142545876,None,0,22,38,23,35,28,21,19,19,MapRecord[{gt_label=relax}]
79,0,2.8171406,20230217142545886,None,0,22,41,22,46,50,26,18,18,MapRecord[{gt_label=relax}]
80,0,2.8271153,20230217142545896,None,0,22,41,22,46,50,26,18,18,MapRecord[{gt_label=relax}]
81,0,2.8370903,20230217142545906,None,0,24,43,23,44,55,29,17,21,MapRecord[{gt_label=relax}]
82,0,2.8471437,20230217142545916,None,0,24,43,23,44,55,29,17,21,MapRecord[{gt_label=relax}]
83,0,2.8571136,20230217142545926,None,0,25,43,23,44,55,31,17,21,MapRecord[{gt_label=relax}]
84,0,2.8671103,20230217142545936,None,0,25,43,23,44,55,31,17,21,MapRecord[{gt_label=relax}]
85,0,2.8771048,20230217142545946,None,0,25,46,24,45,56,30,17,21,MapRecord[{gt_label=relax}]
86,0,2.887106,20230217142545956,None,0,25,46,24,45,56,30,17,21,MapRecord[{gt_label=relax}]
87,0,2.8971393,20230217142545966,None,0,20,33,22,44,57,29,19,19,MapRecord[{gt_label=relax}]
88,0,2.9071531,20230217142545976,None,0,20,33,22,44,57,29,19,19,MapRecord[{gt_label=relax}]
89,0,2.9171612,20230217142545986,None,0,19,32,21,32,39,25,18,20,MapRecord[{gt_label=relax}]
90,0,2.9271204,20230217142545996,None,0,19,32,21,32,39,25,18,20,MapRecord[{gt_label=relax}]
91,0,2.9371414,20230217142546006,None,0,20,46,20,33,33,22,19,19,MapRecord[{gt_label=relax}]
92,0,2.9471073,20230217142546016,None,0,20,46,20,33,33,22,19,19,MapRecord[{gt_label=relax}]
93,0,2.9571319,20230217142546026,None,0,19,48,19,32,37,22,19,19,MapRecord[{gt_label=relax}]
94,0,2.9671054,20230217142546036,None,0,19,48,19,32,37,22,19,19,MapRecord[{gt_label=relax}]
95,0,2.9770951,20230217142546046,None,0,18,46,20,32,38,23,20,19,MapRecord[{gt_label=relax}]
96,0,2.9871457,20230217142546056,None,0,18,46,20,32,38,23,20,19,MapRecord[{gt_label=relax}]
97,0,2.9971154,20230217142546066,None,0,21,47,21,31,36,23,19,18,MapRecord[{gt_label=relax}]
98,0,3.0071034,20230217142546076,None,0,21,47,21,31,36,23,19,18,MapRecord[{gt_label=relax}]
99,0,3.017104,20230217142546086,None,0,21,45,19,24,35,24,20,17,MapRecord[{gt_label=relax}]
100,0,3.0270987,20230217142546096,None,0,21,45,19,24,35,24,20,17,MapRecord[{gt_label=relax}]
101,0,3.0371327,20230217142546106,None,0,19,28,18,31,35,24,19,20,MapRecord[{gt_label=relax}]
102,0,3.0471506,20230217142546116,None,0,19,28,18,31,35,24,19,20,MapRecord[{gt_label=relax}]
103,0,3.0571449,20230217142546126,None,0,20,43,24,34,33,23,19,21,MapRecord[{gt_label=relax}]
104,0,3.0671093,20230217142546136,None,0,20,43,24,34,33,23,19,21,MapRecord[{gt_label=relax}]
105,0,3.0771344,20230217142546146,None,0,20,45,23,33,32,21,18,21,MapRecord[{gt_label=relax}]
106,0,3.0871472,20230217142546156,None,0,20,45,23,33,32,21,18,21,MapRecord[{gt_label=relax}]
107,0,3.097116,20230217142546166,None,0,17,45,22,34,33,23,17,23,MapRecord[{gt_label=relax}]
108,0,3.1071446,20230217142546176,None,0,17,45,22,34,33,23,17,23,MapRecord[{gt_label=relax}]
109,0,3.1171136,20230217142546186,None,0,17,44,24,34,33,22,17,23,MapRecord[{gt_label=relax}]
110,0,3.1271067,20230217142546196,None,0,17,44,24,34,33,22,17,23,MapRecord[{gt_label=relax}]
111,0,3.1371033,20230217142546206,None,0,18,44,24,28,32,20,18,19,MapRecord[{gt_label=relax}]
112,0,3.1471334,20230217142546216,None,0,18,44,24,28,32,20,18,19,MapRecord[{gt_label=relax}]
113,0,3.1571484,20230217142546226,None,0,16,26,20,29,31,21,17,18,MapRecord[{gt_label=relax}]
114,0,3.1674309,20230217142546236,None,0,16,26,20,29,31,21,17,18,MapRecord[{gt_label=relax}]
115,0,3.177116,20230217142546246,None,0,17,36,21,31,31,21,18,18,MapRecord[{gt_label=relax}]
116,0,3.1871004,20230217142546256,None,0,17,36,21,31,31,21,18,18,MapRecord[{gt_label=relax}]
117,0,3.1971009,20230217142546266,None,0,21,38,22,34,31,19,20,19,MapRecord[{gt_label=relax}]
118,0,3.2070963,20230217142546276,None,0,21,38,22,34,31,19,20,19,MapRecord[{gt_label=relax}]
119,0,3.2171102,20230217142546286,None,0,21,37,21,35,33,21,20,20,MapRecord[{gt_label=relax}]
120,0,3.22711,20230217142546296,None,0,21,37,21,35,33,21,20,20,MapRecord[{gt_label=relax}]
121,0,3.237133,20230217142546306,None,0,21,40,24,33,32,23,20,20,MapRecord[{gt_label=relax}]
122,0,3.2471197,20230217142546316,None,0,21,40,24,33,32,23,20,20,MapRecord[{gt_label=relax}]
123,0,3.2570984,20230217142546326,None,0,23,41,25,28,34,22,21,21,MapRecord[{gt_label=relax}]
124,0,3.2670972,20230217142546336,None,0,23,41,25,28,34,22,21,21,MapRecord[{gt_label=relax}]
125,0,3.2771027,20230217142546346,None,0,23,29,24,32,34,23,21,21,MapRecord[{gt_label=relax}]
126,0,3.2871022,20230217142546356,None,0,23,29,24,32,34,23,21,21,MapRecord[{gt_label=relax}]
127,0,3.2971148,20230217142546366,None,0,20,27,24,32,34,25,23,19,MapRecord[{gt_label=relax}]
128,0,3.3071017,20230217142546376,None,0,20,27,24,32,34,25,23,19,MapRecord[{gt_label=relax}]
129,0,3.3171096,20230217142546386,None,0,21,43,25,31,30,22,21,19,MapRecord[{gt_label=relax}]
130,0,3.32714,20230217142546396,None,0,21,43,25,31,30,22,21,19,MapRecord[{gt_label=relax}]
131,0,3.3371139,20230217142546406,None,0,21,41,24,31,32,24,21,20,MapRecord[{gt_label=relax}]
132,0,3.3471048,20230217142546416,None,0,21,41,24,31,32,24,21,20,MapRecord[{gt_label=relax}]
133,0,3.3571057,20230217142546426,None,0,19,41,23,33,34,25,22,18,MapRecord[{gt_label=relax}]
134,0,3.3671057,20230217142546436,None,0,19,41,23,33,34,25,22,18,MapRecord[{gt_label=relax}]
135,0,3.3770993,20230217142546446,None,0,20,41,23,30,33,24,20,19,MapRecord[{gt_label=relax}]
136,0,3.387102,20230217142546456,None,0,20,41,23,30,33,24,20,19,MapRecord[{gt_label=relax}]
137,0,3.3971045,20230217142546466,None,0,20,40,23,26,33,22,17,20,MapRecord[{gt_label=relax}]
138,0,3.4070957,20230217142546476,None,0,20,40,23,26,33,22,17,20,MapRecord[{gt_label=relax}]
139,0,3.4171107,20230217142546486,None,0,20,24,21,26,35,24,18,20,MapRecord[{gt_label=relax}]
140,0,3.427095,20230217142546496,None,0,20,24,21,26,35,24,18,20,MapRecord[{gt_label=relax}]
141,0,3.4370978,20230217142546506,None,0,19,27,20,27,38,21,19,20,MapRecord[{gt_label=relax}]
142,0,3.4470832,20230217142546516,None,0,19,27,20,27,38,21,19,20,MapRecord[{gt_label=relax}]
143,0,3.4570985,20230217142546526,None,0,21,41,21,25,37,24,17,21,MapRecord[{gt_label=relax}]
144,0,3.4671109,20230217142546536,None,0,21,41,21,25,37,24,17,21,MapRecord[{gt_label=relax}]
145,0,3.4770987,20230217142546546,None,0,20,42,18,24,36,24,18,20,MapRecord[{gt_label=relax}]
146,0,3.4871056,20230217142546556,None,0,20,42,18,24,36,24,18,20,MapRecord[{gt_label=relax}]
147,0,3.4971368,20230217142546566,None,0,20,43,19,29,39,24,18,18,MapRecord[{gt_label=relax}]
148,0,3.507145,20230217142546576,None,0,20,43,19,29,39,24,18,18,MapRecord[{gt_label=relax}]
149,0,3.517116,20230217142546586,None,0,19,43,21,30,38,24,18,18,MapRecord[{gt_label=relax}]
150,0,3.5271597,20230217142546596,None,0,19,43,21,30,38,24,18,18,MapRecord[{gt_label=relax}]
151,0,3.5371811,20230217142546606,None,0,20,41,21,30,36,26,18,19,MapRecord[{gt_label=relax}]
152,0,3.547105,20230217142546616,None,0,20,41,21,30,36,26,18,19,MapRecord[{gt_label=relax}]
153,0,3.5570965,20230217142546626,None,0,18,26,21,31,33,23,20,18,MapRecord[{gt_label=relax}]
154,0,3.5670927,20230217142546636,None,0,18,26,21,31,33,23,20,18,MapRecord[{gt_label=relax}]
155,0,3.5771146,20230217142546646,None,0,17,41,22,30,32,23,19,21,MapRecord[{gt_label=relax}]
156,0,3.5871043,20230217142546656,None,0,17,41,22,30,32,23,19,21,MapRecord[{gt_label=relax}]
157,0,3.597091,20230217142546666,None,0,21,41,21,25,25,22,18,23,MapRecord[{gt_label=relax}]
158,0,3.6070879,20230217142546676,None,0,21,41,21,25,25,22,18,23,MapRecord[{gt_label=relax}]
159,0,3.6170993,20230217142546686,None,0,20,41,21,29,32,21,19,23,MapRecord[{gt_label=relax}]
160,0,3.6271043,20230217142546696,None,0,20,41,21,29,32,21,19,23,MapRecord[{gt_label=relax}]
161,0,3.6371043,20230217142546706,None,0,21,41,21,28,32,19,20,22,MapRecord[{gt_label=relax}]
162,0,3.6471019,20230217142546716,None,0,21,41,21,28,32,19,20,22,MapRecord[{gt_label=relax}]
163,0,3.6570914,20230217142546726,None,0,22,41,20,28,33,22,18,21,MapRecord[{gt_label=relax}]
164,0,3.667099,20230217142546736,None,0,22,41,20,28,33,22,18,21,MapRecord[{gt_label=relax}]
165,0,3.6770887,20230217142546746,None,0,23,25,19,29,33,22,19,21,MapRecord[{gt_label=relax}]
166,0,3.6870837,20230217142546756,None,0,23,25,19,29,33,22,19,21,MapRecord[{gt_label=relax}]
167,0,3.6970963,20230217142546766,None,0,20,25,20,30,38,25,21,21,MapRecord[{gt_label=relax}]
168,0,3.7070916,20230217142546776,None,0,20,25,20,30,38,25,21,21,MapRecord[{gt_label=relax}]
169,0,3.7170892,20230217142546786,None,0,21,37,19,26,35,25,20,22,MapRecord[{gt_label=relax}]
170,0,3.7270873,20230217142546796,None,0,21,37,19,26,35,25,20,22,MapRecord[{gt_label=relax}]
171,0,3.7371044,20230217142546806,None,0,20,39,21,29,35,23,19,21,MapRecord[{gt_label=relax}]
172,0,3.7470922,20230217142546816,None,0,20,39,21,29,35,23,19,21,MapRecord[{gt_label=relax}]
173,0,3.7570891,20230217142546826,None,0,22,39,24,29,35,23,21,22,MapRecord[{gt_label=relax}]
174,0,3.767086,20230217142546836,None,0,22,39,24,29,35,23,21,22,MapRecord[{gt_label=relax}]
175,0,3.7770877,20230217142546846,None,0,21,39,26,28,37,24,20,21,MapRecord[{gt_label=relax}]
176,0,3.787092,20230217142546856,None,0,21,39,26,28,37,24,20,21,MapRecord[{gt_label=relax}]
177,0,3.7970943,20230217142546866,None,0,21,38,26,26,34,22,21,19,MapRecord[{gt_label=relax}]
178,0,3.807116,20230217142546876,None,0,21,38,26,26,34,22,21,19,MapRecord[{gt_label=relax}]
179,0,3.8170824,20230217142546886,None,0,21,45,27,25,32,22,20,19,MapRecord[{gt_label=relax}]
180,0,3.827082,20230217142546896,None,0,21,45,27,25,32,22,20,19,MapRecord[{gt_label=relax}]
181,0,3.8370755,20230217142546906,None,0,21,43,25,25,30,22,22,19,MapRecord[{gt_label=relax}]
182,0,3.8471467,20230217142546916,None,0,21,43,25,25,30,22,22,19,MapRecord[{gt_label=relax}]
183,0,3.8571131,20230217142546926,None,0,19,44,22,27,31,23,22,19,MapRecord[{gt_label=relax}]
184,0,3.867095,20230217142546936,None,0,19,44,22,27,31,23,22,19,MapRecord[{gt_label=relax}]
185,0,3.8770998,20230217142546946,None,0,18,44,21,28,30,21,21,18,MapRecord[{gt_label=relax}]
186,0,3.8870804,20230217142546956,None,0,18,44,21,28,30,21,21,18,MapRecord[{gt_label=relax}]
187,0,3.8970883,20230217142546966,None,0,19,44,21,28,29,21,20,19,MapRecord[{gt_label=relax}]
188,0,3.9070818,20230217142546976,None,0,19,44,21,28,29,21,20,19,MapRecord[{gt_label=relax}]
189,0,3.9171088,20230217142546986,None,0,18,25,21,32,32,21,24,19,MapRecord[{gt_label=relax}]
190,0,3.9270957,20230217142546996,None,0,18,25,21,32,32,21,24,19,MapRecord[{gt_label=relax}]
191,0,3.9370992,20230217142547006,None,0,18,39,22,33,35,24,22,19,MapRecord[{gt_label=relax}]
192,0,3.947112,20230217142547016,None,0,18,39,22,33,35,24,22,19,MapRecord[{gt_label=relax}]
193,0,3.9570951,20230217142547026,None,0,19,38,22,31,40,25,22,16,MapRecord[{gt_label=relax}]
194,0,3.967088,20230217142547036,None,0,19,38,22,31,40,25,22,16,MapRecord[{gt_label=relax}]
195,0,3.9770873,20230217142547046,None,0,21,39,22,30,40,26,22,15,MapRecord[{gt_label=relax}]
196,0,3.9870946,20230217142547056,None,0,21,39,22,30,40,26,22,15,MapRecord[{gt_label=relax}]
197,0,3.9970922,20230217142547066,None,0,20,38,22,30,42,26,22,16,MapRecord[{gt_label=relax}]
198,0,4.0070996,20230217142547076,None,0,20,38,22,30,42,26,22,16,MapRecord[{gt_label=relax}]
199,0,4.0171084,20230217142547086,None,0,20,40,23,25,43,25,19,15,MapRecord[{gt_label=relax}]
200,0,4.027088,20230217142547096,None,0,20,40,23,25,43,25,19,15,MapRecord[{gt_label=relax}]
201,0,4.037086,20230217142547106,None,0,19,27,21,23,45,23,18,15,MapRecord[{gt_label=relax}]
202,0,4.047084,20230217142547116,None,0,19,27,21,23,45,23,18,15,MapRecord[{gt_label=relax}]
203,0,4.057083,20230217142547126,None,0,18,41,22,24,41,21,21,17,MapRecord[{gt_label=relax}]
204,0,4.06708,20230217142547136,None,0,18,41,22,24,41,21,21,17,MapRecord[{gt_label=relax}]
205,0,4.0770993,20230217142547146,None,0,18,42,23,27,38,19,20,19,MapRecord[{gt_label=relax}]
206,0,4.0871067,20230217142547156,None,0,18,42,23,27,38,19,20,19,MapRecord[{gt_label=relax}]
207,0,4.097112,20230217142547166,None,0,22,42,23,27,38,19,20,17,MapRecord[{gt_label=relax}]
208,0,4.1071067,20230217142547176,None,0,22,42,23,27,38,19,20,17,MapRecord[{gt_label=relax}]
209,0,4.117103,20230217142547186,None,0,25,41,22,25,37,20,21,18,MapRecord[{gt_label=relax}]
210,0,4.1270885,20230217142547196,None,0,25,41,22,25,37,20,21,18,MapRecord[{gt_label=relax}]
211,0,4.1370816,20230217142547206,None,0,26,41,21,31,38,20,22,18,MapRecord[{gt_label=relax}]
212,0,4.1470933,20230217142547216,None,0,26,41,21,31,38,20,22,18,MapRecord[{gt_label=relax}]
213,0,4.1571,20230217142547226,None,0,25,29,22,30,38,19,21,19,MapRecord[{gt_label=relax}]
214,0,4.167096,20230217142547236,None,0,25,29,22,30,38,19,21,19,MapRecord[{gt_label=relax}]
215,0,4.177085,20230217142547246,None,0,25,45,20,28,39,21,22,18,MapRecord[{gt_label=relax}]
216,0,4.1871047,20230217142547256,None,0,25,45,20,28,39,21,22,18,MapRecord[{gt_label=relax}]
217,0,4.197101,20230217142547266,None,0,22,47,21,28,37,23,23,20,MapRecord[{gt_label=relax}]
218,0,4.2071004,20230217142547276,None,0,22,47,21,28,37,23,23,20,MapRecord[{gt_label=relax}]
219,0,4.21714,20230217142547286,None,0,18,46,25,29,35,23,22,21,MapRecord[{gt_label=relax}]
220,0,4.22715,20230217142547296,None,0,18,46,25,29,35,23,22,21,MapRecord[{gt_label=relax}]
221,0,4.2371144,20230217142547306,None,0,18,46,25,26,29,22,21,21,MapRecord[{gt_label=relax}]
222,0,4.247105,20230217142547316,None,0,18,46,25,26,29,22,21,21,MapRecord[{gt_label=relax}]
223,0,4.2571034,20230217142547326,None,0,18,46,24,27,30,22,20,21,MapRecord[{gt_label=relax}]
224,0,4.267134,20230217142547336,None,0,18,46,24,27,30,22,20,21,MapRecord[{gt_label=relax}]
225,0,4.2771096,20230217142547346,None,0,17,28,25,28,29,21,20,20,MapRecord[{gt_label=relax}]
226,0,4.287118,20230217142547356,None,0,17,28,25,28,29,21,20,20,MapRecord[{gt_label=relax}]
227,0,4.2971506,20230217142547366,None,0,18,37,24,28,32,19,19,19,MapRecord[{gt_label=relax}]
228,0,4.3071327,20230217142547376,None,0,18,37,24,28,32,19,19,19,MapRecord[{gt_label=relax}]
229,0,4.3171163,20230217142547386,None,0,20,38,20,30,33,20,20,18,MapRecord[{gt_label=relax}]
230,0,4.327105,20230217142547396,None,0,20,38,20,30,33,20,20,18,MapRecord[{gt_label=relax}]
231,0,4.3370976,20230217142547406,None,0,18,37,21,27,32,19,20,17,MapRecord[{gt_label=relax}]
232,0,4.3471394,20230217142547416,None,0,18,37,21,27,32,19,20,17,MapRecord[{gt_label=relax}]
233,0,4.3571486,20230217142547426,None,0,20,36,22,27,32,23,22,19,MapRecord[{gt_label=relax}]
234,0,4.367144,20230217142547436,None,0,20,36,22,27,32,23,22,19,MapRecord[{gt_label=relax}]
235,0,4.3771124,20230217142547446,None,0,20,36,21,29,33,23,20,20,MapRecord[{gt_label=relax}]
236,0,4.3871036,20230217142547456,None,0,20,36,21,29,33,23,20,20,MapRecord[{gt_label=relax}]
237,0,4.3970866,20230217142547466,None,0,21,24,22,30,32,24,19,19,MapRecord[{gt_label=relax}]
238,0,4.407098,20230217142547476,None,0,21,24,22,30,32,24,19,19,MapRecord[{gt_label=relax}]
239,0,4.417084,20230217142547486,None,0,22,43,22,28,33,25,18,23,MapRecord[{gt_label=relax}]
240,0,4.4270964,20230217142547496,None,0,22,43,22,28,33,25,18,23,MapRecord[{gt_label=relax}]
241,0,4.4371095,20230217142547506,None,0,23,44,21,28,32,26,18,23,MapRecord[{gt_label=relax}]
242,0,4.447094,20230217142547516,None,0,23,44,21,28,32,26,18,23,MapRecord[{gt_label=relax}]
243,0,4.457085,20230217142547526,None,0,22,46,21,30,35,27,16,22,MapRecord[{gt_label=relax}]
244,0,4.4671044,20230217142547536,None,0,22,46,21,30,35,27,16,22,MapRecord[{gt_label=relax}]
245,0,4.4770885,20230217142547546,None,0,22,46,21,30,35,27,16,22,MapRecord[{gt_label=relax}]
246,0,4.487099,20230217142547556,None,0,24,46,22,29,36,26,17,22,MapRecord[{gt_label=relax}]
247,0,4.497104,20230217142547566,None,0,23,45,22,30,36,25,18,23,MapRecord[{gt_label=relax}]
248,0,4.5070953,20230217142547576,None,0,23,45,22,30,36,25,18,23,MapRecord[{gt_label=relax}]
249,0,4.517102,20230217142547586,None,0,20,26,21,29,33,24,17,19,MapRecord[{gt_label=relax}]
250,0,4.5271015,20230217142547596,None,0,20,26,21,29,33,24,17,19,MapRecord[{gt_label=relax}]
251,0,4.5370803,20230217142547606,None,0,19,40,21,29,33,24,20,19,MapRecord[{gt_label=relax}]
252,0,4.547085,20230217142547616,None,0,19,40,21,29,33,24,20,19,MapRecord[{gt_label=relax}]
253,0,4.557089,20230217142547626,None,0,19,39,19,24,34,20,20,18,MapRecord[{gt_label=relax}]
254,0,4.5670815,20230217142547636,None,0,19,39,19,24,34,20,20,18,MapRecord[{gt_label=relax}]
255,0,4.5770755,20230217142547646,None,0,17,41,20,26,35,21,20,18,MapRecord[{gt_label=relax}]
256,0,4.587098,20230217142547656,None,0,17,41,20,26,35,21,20,18,MapRecord[{gt_label=relax}]
257,0,4.5970907,20230217142547666,None,0,19,41,19,25,34,22,20,18,MapRecord[{gt_label=relax}]
