idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
1100,0,13.025507927,20230217141149246,None,-1,43,144,116,77,46,26,22,32
1101,0,13.035503626,20230217141149256,None,-1,43,144,116,77,46,26,22,32
1102,0,13.045468092,20230217141149266,None,-1,43,144,116,77,46,26,22,32
1103,0,13.055462837,20230217141149276,None,-1,39,112,101,81,51,25,22,28
1104,0,13.065499544,20230217141149286,None,-1,39,112,101,81,51,25,22,28
1105,0,13.075515986,20230217141149296,None,-1,39,112,101,81,51,25,22,28
1106,0,13.085507393,20230217141149306,None,-1,31,128,111,65,53,26,21,28
1107,0,13.095504999,20230217141149316,None,-1,31,128,111,65,53,26,21,28
1108,0,13.105505228,20230217141149326,None,-1,32,135,126,57,43,26,22,32
1109,0,13.115473986,20230217141149336,None,-1,32,135,126,57,43,26,22,32
1110,0,13.125457287,20230217141149346,None,-1,35,130,104,59,45,26,22,28
1111,0,13.135490656,20230217141149356,None,-1,35,130,104,59,45,26,22,28
1112,0,13.145508766,20230217141149366,None,-1,36,126,121,59,46,26,22,26
1113,0,13.155507088,20230217141149376,None,-1,36,126,121,59,46,26,22,26
1114,0,13.165500879,20230217141149386,None,-1,36,128,120,61,46,25,23,27
1115,0,13.175467491,20230217141149396,None,-1,36,128,120,61,46,25,23,27
1116,0,13.185498238,20230217141149406,None,-1,34,102,108,52,43,23,23,29
1117,0,13.195459843,20230217141149416,None,-1,34,102,108,52,43,23,23,29
1118,0,13.205461979,20230217141149426,None,-1,33,82,88,49,43,22,22,28
1119,0,13.215466738,20230217141149436,None,-1,33,82,88,49,43,22,22,28
1120,0,13.225462675,20230217141149446,None,-1,33,79,88,43,40,20,19,26
1121,0,13.23545742,20230217141149456,None,-1,33,79,88,43,40,20,19,26
1122,0,13.245492697,20230217141149466,None,-1,32,73,63,46,38,20,21,28
1123,0,13.255500555,20230217141149476,None,-1,32,73,63,46,38,20,21,28
1124,0,13.265507698,20230217141149486,None,-1,32,85,84,52,44,21,21,29
1125,0,13.275473118,20230217141149496,None,-1,32,85,84,52,44,21,21,29
1126,0,13.285462141,20230217141149506,None,-1,31,106,89,49,44,20,23,29
1127,0,13.295459032,20230217141149516,None,-1,31,106,89,49,44,20,23,29
1128,0,13.305459023,20230217141149526,None,-1,29,119,86,53,46,21,23,28
1129,0,13.315501928,20230217141149536,None,-1,29,119,86,53,46,21,23,28
1130,0,13.325479746,20230217141149546,None,-1,25,122,98,52,48,23,25,27
1131,0,13.335492373,20230217141149556,None,-1,25,122,98,52,48,23,25,27
1132,0,13.34546566,20230217141149566,None,-1,25,130,123,60,49,22,23,29
1133,0,13.355457544,20230217141149576,None,-1,25,130,123,60,49,22,23,29
1134,0,13.365463495,20230217141149586,None,-1,40,133,133,53,47,24,23,29
1135,0,13.375457525,20230217141149596,None,-1,40,133,133,53,47,24,23,29
1136,0,13.385490894,20230217141149606,None,-1,41,118,131,59,51,26,22,29
1137,0,13.395490646,20230217141149616,None,-1,41,118,131,59,51,26,22,29
1138,0,13.405478716,20230217141149626,None,-1,42,107,132,61,50,25,22,29
1139,0,13.415457964,20230217141149636,None,-1,42,107,132,61,50,25,22,29
1140,0,13.425497294,20230217141149646,None,-1,41,103,132,65,49,22,20,33
1141,0,13.435507298,20230217141149656,None,-1,41,103,132,65,49,22,20,33
1142,0,13.445506811,20230217141149666,None,-1,48,99,151,55,51,22,20,31
1143,0,13.455502987,20230217141149676,None,-1,48,99,151,55,51,22,20,31
1144,0,13.465461493,20230217141149686,None,-1,45,83,134,50,46,20,20,28
1145,0,13.475449085,20230217141149696,None,-1,45,83,134,50,46,20,20,28
1146,0,13.48543334,20230217141149706,None,-1,46,80,138,50,44,19,23,34
1147,0,13.495435476,20230217141149716,None,-1,46,80,138,50,44,19,23,34
1148,0,13.505454779,20230217141149726,None,-1,46,117,140,56,45,19,24,34
1149,0,13.515441895,20230217141149736,None,-1,46,117,140,56,45,19,24,34
1150,0,13.525453329,20230217141149746,None,-1,49,131,137,53,49,19,25,32
1151,0,13.53546238,20230217141149756,None,-1,49,131,137,53,49,19,25,32
1152,0,13.545469523,20230217141149766,None,-1,43,129,91,51,50,18,28,31
1153,0,13.555465937,20230217141149776,None,-1,43,129,91,51,50,18,28,31
1154,0,13.565495014,20230217141149786,None,-1,49,141,100,52,51,20,27,36
1155,0,13.575464726,20230217141149796,None,-1,49,141,100,52,51,20,27,36
1156,0,13.585495472,20230217141149806,None,-1,50,142,107,49,48,20,24,33
1157,0,13.595469236,20230217141149816,None,-1,50,142,107,49,48,20,24,33
1158,0,13.605443716,20230217141149826,None,-1,50,113,106,43,45,20,24,32
1159,0,13.615438938,20230217141149836,None,-1,50,113,106,43,45,20,24,32
1160,0,13.625435591,20230217141149846,None,-1,49,104,100,43,39,23,25,33
1161,0,13.635439873,20230217141149856,None,-1,49,104,100,43,39,23,25,33
1162,0,13.645481587,20230217141149866,None,-1,48,103,98,53,36,25,27,32
1163,0,13.655465841,20230217141149876,None,-1,48,103,98,53,36,25,27,32
1164,0,13.665459395,20230217141149886,None,-1,32,95,89,58,35,24,28,27
1165,0,13.675443173,20230217141149896,None,-1,32,95,89,58,35,24,28,27
1166,0,13.685449362,20230217141149906,None,-1,28,100,72,55,36,24,27,27
1167,0,13.695446491,20230217141149916,None,-1,28,100,72,55,36,24,27,27
1168,0,13.705455065,20230217141149926,None,-1,26,150,91,55,35,23,26,26
1169,0,13.715455771,20230217141149936,None,-1,26,150,91,55,35,23,26,26
1170,0,13.725453377000001,20230217141149946,None,-1,31,153,97,54,35,21,25,27
1171,0,13.735454798,20230217141149956,None,-1,31,153,97,54,35,21,25,27
1172,0,13.745446921,20230217141149966,None,-1,37,158,103,46,32,20,20,29
1173,0,13.755432844,20230217141149976,None,-1,37,158,103,46,32,20,20,29
1174,0,13.765439987,20230217141149986,None,-1,37,151,112,43,33,19,18,29
1175,0,13.775452852,20230217141149996,None,-1,37,151,112,43,33,19,18,29
1176,0,13.785446406,20230217141150006,None,-1,38,150,111,48,32,20,24,27
1177,0,13.795497179,20230217141150016,None,-1,38,150,111,48,32,20,24,27
1178,0,13.805460692,20230217141150026,None,-1,37,105,106,47,37,22,27,33
1179,0,13.815490246,20230217141150036,None,-1,37,105,106,47,37,22,27,33
1180,0,13.825508595,20230217141150046,None,-1,34,97,121,46,37,21,27,31
1181,0,13.835468054,20230217141150056,None,-1,34,97,121,46,37,21,27,31
1182,0,13.845473051,20230217141150066,None,-1,28,96,118,45,35,21,30,30
1183,0,13.855508327999999,20230217141150076,None,-1,28,96,118,45,35,21,30,30
1184,0,13.865474701,20230217141150086,None,-1,27,101,124,51,36,23,29,29
1185,0,13.875495434,20230217141150096,None,-1,27,101,124,51,36,23,29,29
1186,0,13.885473728000001,20230217141150106,None,-1,26,120,130,48,41,23,28,35
1187,0,13.895497084,20230217141150116,None,-1,26,120,130,48,41,23,28,35
1188,0,13.905467987,20230217141150126,None,-1,26,120,130,48,41,23,28,35
1189,0,13.915497065,20230217141150136,None,-1,29,114,121,47,37,21,28,31
1190,0,13.925483465,20230217141150146,None,-1,28,122,101,51,38,23,28,31
1191,0,13.935471773,20230217141150156,None,-1,28,122,101,51,38,23,28,31
1192,0,13.945492745,20230217141150166,None,-1,28,118,112,54,40,23,25,33
1193,0,13.955499649,20230217141150176,None,-1,28,118,112,54,40,23,25,33
1194,0,13.96550107,20230217141150186,None,-1,33,121,115,44,38,21,26,34
1195,0,13.975473404,20230217141150196,None,-1,33,121,115,44,38,21,26,34
1196,0,13.985495567,20230217141150206,None,-1,40,106,116,43,34,21,25,29
1197,0,13.995506525,20230217141150216,None,-1,40,106,116,43,34,21,25,29
1198,0,14.005470038,20230217141150226,None,-1,39,112,121,45,35,22,28,29
1199,0,14.015493393,20230217141150236,None,-1,39,112,121,45,35,22,28,29
