idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
3600,2,38.025493622,20230217141214246,None,-1,73,177,353,204,216,220,44,62
3601,2,38.035467625,20230217141214256,None,-1,73,177,353,204,216,220,44,62
3602,2,38.045506239,20230217141214266,None,-1,66,173,339,206,232,202,44,68
3603,2,38.055504799,20230217141214276,None,-1,66,173,339,206,232,202,44,68
3604,2,38.065467596,20230217141214286,None,-1,75,201,345,184,238,205,43,67
3605,2,38.07546258,20230217141214296,None,-1,75,201,345,184,238,205,43,67
3606,2,38.085462093,20230217141214306,None,-1,75,217,398,140,226,205,47,73
3607,2,38.095504284,20230217141214316,None,-1,75,217,398,140,226,205,47,73
3608,2,38.105502129,20230217141214326,None,-1,77,212,396,154,243,251,48,78
3609,2,38.115506649,20230217141214336,None,-1,77,212,396,154,243,251,48,78
3610,2,38.125507355,20230217141214346,None,-1,66,238,390,180,270,193,47,81
3611,2,38.135503531,20230217141214356,None,-1,66,238,390,180,270,193,47,81
3612,2,38.145470858,20230217141214366,None,-1,71,256,408,184,289,192,50,82
3613,2,38.155457974,20230217141214376,None,-1,71,256,408,184,289,192,50,82
3614,2,38.165457249,20230217141214386,None,-1,71,256,408,184,289,192,50,82
3615,2,38.175491333,20230217141214396,None,-1,62,225,422,188,293,188,51,79
3616,2,38.185477972,20230217141214406,None,-1,62,229,421,227,309,261,51,74
3617,2,38.195492029,20230217141214416,None,-1,62,229,421,227,309,261,51,74
3618,2,38.205468416,20230217141214426,None,-1,59,234,418,219,314,224,45,68
3619,2,38.215456963,20230217141214436,None,-1,59,234,418,219,314,224,45,68
3620,2,38.225495577,20230217141214446,None,-1,59,234,418,219,314,224,45,68
3621,2,38.235472202,20230217141214456,None,-1,60,210,470,216,281,227,49,74
3622,2,38.245458126,20230217141214466,None,-1,54,189,448,256,274,232,49,63
3623,2,38.255497694,20230217141214476,None,-1,54,189,448,256,274,232,49,63
3624,2,38.265506506,20230217141214486,None,-1,52,211,416,270,268,250,48,63
3625,2,38.275517464,20230217141214496,None,-1,52,211,416,270,268,250,48,63
3626,2,38.285465479,20230217141214506,None,-1,47,215,358,250,251,207,45,65
3627,2,38.295500994,20230217141214516,None,-1,47,215,358,250,251,207,45,65
3628,2,38.305475712,20230217141214526,None,-1,50,199,440,261,232,203,42,82
3629,2,38.315492869,20230217141214536,None,-1,50,199,440,261,232,203,42,82
3630,2,38.325480461,20230217141214546,None,-1,50,238,373,254,263,196,45,79
3631,2,38.335455656,20230217141214556,None,-1,50,238,373,254,263,196,45,79
3632,2,38.345459223,20230217141214566,None,-1,50,238,373,254,263,196,45,79
3633,2,38.355498076,20230217141214576,None,-1,48,239,374,213,253,201,42,86
3634,2,38.365502834,20230217141214586,None,-1,47,233,356,219,259,195,42,87
3635,2,38.375497818,20230217141214596,None,-1,47,233,356,219,259,195,42,87
3636,2,38.38546896,20230217141214606,None,-1,53,228,382,209,258,160,41,83
3637,2,38.395474196,20230217141214616,None,-1,53,228,382,209,258,160,41,83
3638,2,38.405455589,20230217141214626,None,-1,53,228,382,209,258,160,41,83
3639,2,38.415468931,20230217141214636,None,-1,68,234,293,187,259,159,41,83
3640,2,38.425496817,20230217141214646,None,-1,70,209,330,180,231,163,32,77
3641,2,38.435456753,20230217141214656,None,-1,70,209,330,180,231,163,32,77
3642,2,38.445463181,20230217141214666,None,-1,71,211,336,186,237,168,35,71
3643,2,38.455448389,20230217141214676,None,-1,71,211,336,186,237,168,35,71
3644,2,38.465431452,20230217141214686,None,-1,71,211,336,186,237,168,35,71
3645,2,38.475462914,20230217141214696,None,-1,71,226,375,179,258,151,36,69
3646,2,38.485497475,20230217141214706,None,-1,71,226,375,179,258,151,36,69
3647,2,38.495473147,20230217141214716,None,-1,72,227,368,215,257,146,37,84
3648,2,38.505493403,20230217141214726,None,-1,57,215,343,233,244,144,40,74
3649,2,38.515501499,20230217141214736,None,-1,57,215,343,233,244,144,40,74
3650,2,38.525505543,20230217141214746,None,-1,57,215,343,233,244,144,40,74
3651,2,38.535502195,20230217141214756,None,-1,53,223,379,235,233,131,43,74
3652,2,38.545468569,20230217141214766,None,-1,53,223,379,235,233,131,43,74
3653,2,38.555458307,20230217141214776,None,-1,50,225,384,238,229,114,46,74
3654,2,38.565458536,20230217141214786,None,-1,52,195,356,223,190,110,45,87
3655,2,38.575492621,20230217141214796,None,-1,52,195,356,223,190,110,45,87
3656,2,38.585507155,20230217141214806,None,-1,52,195,356,223,190,110,45,87
3657,2,38.595508099,20230217141214816,None,-1,51,180,335,184,186,129,49,85
3658,2,38.605500698,20230217141214826,None,-1,51,180,335,184,186,129,49,85
3659,2,38.615472794,20230217141214836,None,-1,49,186,361,169,208,138,52,81
3660,2,38.625496149,20230217141214846,None,-1,49,186,361,169,208,138,52,81
3661,2,38.635501623,20230217141214856,None,-1,47,157,255,185,213,148,49,80
3662,2,38.64551425,20230217141214866,None,-1,47,157,255,185,213,148,49,80
3663,2,38.65551734,20230217141214876,None,-1,50,170,249,167,205,140,45,80
3664,2,38.665501356,20230217141214886,None,-1,50,170,249,167,205,140,45,80
3665,2,38.675475598,20230217141214896,None,-1,51,200,280,172,218,144,45,86
3666,2,38.685493231,20230217141214906,None,-1,48,188,334,198,211,124,40,70
3667,2,38.695471048,20230217141214916,None,-1,48,188,334,198,211,124,40,70
3668,2,38.705477238,20230217141214926,None,-1,48,188,334,198,211,124,40,70
3669,2,38.715464115,20230217141214936,None,-1,46,184,302,209,206,138,37,71
3670,2,38.725477219,20230217141214946,None,-1,46,184,302,209,206,138,37,71
3671,2,38.735506773,20230217141214956,None,-1,49,174,334,201,194,153,40,72
3672,2,38.745456696,20230217141214966,None,-1,49,166,367,226,181,147,42,92
3673,2,38.755470038,20230217141214976,None,-1,49,166,367,226,181,147,42,92
3674,2,38.765475035,20230217141214986,None,-1,46,146,358,230,193,145,41,75
3675,2,38.77546835,20230217141214996,None,-1,46,146,358,230,193,145,41,75
3676,2,38.785456896,20230217141215006,None,-1,46,146,358,230,193,145,41,75
3677,2,38.795496941,20230217141215016,None,-1,43,159,322,220,195,144,43,74
3678,2,38.805503368,20230217141215026,None,-1,46,182,321,215,204,129,44,80
3679,2,38.815503836,20230217141215036,None,-1,46,182,321,215,204,129,44,80
3680,2,38.825506687,20230217141215046,None,-1,46,182,321,215,204,129,44,80
3681,2,38.835513353,20230217141215056,None,-1,44,188,303,204,226,146,47,88
3682,2,38.845475197,20230217141215066,None,-1,44,188,303,204,226,146,47,88
3683,2,38.855494738,20230217141215076,None,-1,51,188,330,219,243,168,45,82
3684,2,38.865501642,20230217141215086,None,-1,55,187,331,218,224,163,49,81
3685,2,38.875476599,20230217141215096,None,-1,55,187,331,218,224,163,49,81
3686,2,38.885529041,20230217141215106,None,-1,55,187,331,218,224,163,49,81
3687,2,38.895508289,20230217141215116,None,-1,58,193,335,207,222,163,47,84
3688,2,38.905482292,20230217141215126,None,-1,58,193,335,207,222,163,47,84
3689,2,38.915477991,20230217141215136,None,-1,55,168,340,193,209,160,41,80
3690,2,38.925457001,20230217141215146,None,-1,65,163,363,192,196,142,37,78
3691,2,38.935455322,20230217141215156,None,-1,65,163,363,192,196,142,37,78
3692,2,38.94546032,20230217141215166,None,-1,66,190,326,189,182,121,45,67
3693,2,38.955463886,20230217141215176,None,-1,66,190,326,189,182,121,45,67
3694,2,38.965447664,20230217141215186,None,-1,66,190,326,189,182,121,45,67
3695,2,38.975501299,20230217141215196,None,-1,62,181,304,180,178,128,41,74
3696,2,38.985506535,20230217141215206,None,-1,61,167,310,176,178,129,42,73
3697,2,38.995473147,20230217141215216,None,-1,61,167,310,176,178,129,42,73
3698,2,39.00549078,20230217141215226,None,-1,61,167,310,176,178,129,42,73
3699,2,39.01548481,20230217141215236,None,-1,61,159,301,187,174,133,39,72
