idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
4100,0,43.025449991,20230217141219246,None,-1,34,91,108,64,59,24,28,34
4101,0,43.035462618,20230217141219256,None,-1,32,91,119,60,59,24,31,34
4102,0,43.045463801,20230217141219266,None,-1,32,91,119,60,59,24,31,34
4103,0,43.055448771,20230217141219276,None,-1,29,70,127,55,64,21,32,36
4104,0,43.065471172,20230217141219286,None,-1,29,70,127,55,64,21,32,36
4105,0,43.075445175,20230217141219296,None,-1,29,70,127,55,64,21,32,36
4106,0,43.085440397,20230217141219306,None,-1,27,61,126,55,63,20,30,33
4107,0,43.095450878,20230217141219316,None,-1,37,60,133,52,59,30,29,38
4108,0,43.10546279,20230217141219326,None,-1,37,60,133,52,59,30,29,38
4109,0,43.11544323,20230217141219336,None,-1,37,60,133,52,59,30,29,38
4110,0,43.12545085,20230217141219346,None,-1,38,57,122,37,57,39,22,43
4111,0,43.135451079,20230217141219356,None,-1,38,57,122,37,57,39,22,43
4112,0,43.145411492,20230217141219366,None,-1,38,68,109,47,60,41,22,44
4113,0,43.155510903,20230217141219376,None,-1,38,68,109,47,60,41,22,44
4114,0,43.165464163,20230217141219386,None,-1,37,69,101,48,55,42,24,43
4115,0,43.175498009,20230217141219396,None,-1,38,77,108,49,53,42,27,48
4116,0,43.185477734,20230217141219406,None,-1,38,77,108,49,53,42,27,48
4117,0,43.195508957,20230217141219416,None,-1,38,77,108,49,53,42,27,48
4118,0,43.205474138,20230217141219426,None,-1,29,77,100,48,48,36,26,45
4119,0,43.215463162,20230217141219436,None,-1,29,77,100,48,48,36,26,45
4120,0,43.225511789,20230217141219446,None,-1,29,78,106,49,49,28,27,44
4121,0,43.23553586,20230217141219456,None,-1,29,78,106,49,49,28,27,44
4122,0,43.245478392,20230217141219466,None,-1,29,67,103,40,50,26,25,44
4123,0,43.255503893,20230217141219476,None,-1,29,67,103,40,50,26,25,44
4124,0,43.265472651,20230217141219486,None,-1,28,62,101,42,48,23,25,43
4125,0,43.275457621,20230217141219496,None,-1,28,62,101,42,48,23,25,43
4126,0,43.285461187,20230217141219506,None,-1,30,57,98,64,64,25,24,38
4127,0,43.295496941,20230217141219516,None,-1,30,57,98,64,64,25,24,38
4128,0,43.305457354,20230217141219526,None,-1,32,66,116,64,66,24,28,37
4129,0,43.315490723,20230217141219536,None,-1,32,66,116,64,66,24,28,37
4130,0,43.325470448,20230217141219546,None,-1,32,64,120,66,65,37,32,34
4131,0,43.335472345,20230217141219556,None,-1,32,64,120,66,65,37,32,34
4132,0,43.345467329,20230217141219566,None,-1,32,65,128,66,61,39,31,32
4133,0,43.355497122,20230217141219576,None,-1,32,65,128,66,61,39,31,32
4134,0,43.365472078,20230217141219586,None,-1,34,73,137,64,61,39,29,34
4135,0,43.375510216,20230217141219596,None,-1,34,73,137,64,61,39,29,34
4136,0,43.385507822,20230217141219606,None,-1,31,70,134,42,56,40,27,32
4137,0,43.395504952,20230217141219616,None,-1,31,70,134,42,56,40,27,32
4138,0,43.405507565,20230217141219626,None,-1,29,63,118,49,58,41,23,31
4139,0,43.415467739,20230217141219636,None,-1,29,63,118,49,58,41,23,31
4140,0,43.42548728,20230217141219646,None,-1,35,87,100,51,61,30,22,30
4141,0,43.43549943,20230217141219656,None,-1,35,87,100,51,61,30,22,30
4142,0,43.445454359,20230217141219666,None,-1,35,86,103,51,66,25,24,31
4143,0,43.45547533,20230217141219676,None,-1,35,86,103,51,66,25,24,31
4144,0,43.465451717,20230217141219686,None,-1,36,85,107,49,66,25,26,32
4145,0,43.475455999,20230217141219696,None,-1,36,85,107,49,66,25,26,32
4146,0,43.485503912,20230217141219706,None,-1,35,85,126,55,69,25,27,34
4147,0,43.495454073,20230217141219716,None,-1,35,85,126,55,69,25,27,34
4148,0,43.505445957,20230217141219726,None,-1,36,82,127,58,66,35,28,34
4149,0,43.515488148,20230217141219736,None,-1,36,82,127,58,66,35,28,34
4150,0,43.525454283,20230217141219746,None,-1,31,62,136,52,61,38,24,32
4151,0,43.535485268,20230217141219756,None,-1,36,71,129,55,61,40,23,31
4152,0,43.545467615,20230217141219766,None,-1,36,71,129,55,61,40,23,31
4153,0,43.555467844,20230217141219776,None,-1,36,71,129,55,61,40,23,31
4154,0,43.565447807,20230217141219786,None,-1,38,77,120,54,61,40,24,32
4155,0,43.575452805,20230217141219796,None,-1,38,77,120,54,61,40,24,32
4156,0,43.585440159,20230217141219806,None,-1,38,77,129,50,53,40,26,33
4157,0,43.595436096,20230217141219816,None,-1,38,77,129,50,53,40,26,33
4158,0,43.605458498,20230217141219826,None,-1,38,85,139,55,62,44,25,36
4159,0,43.615437508,20230217141219836,None,-1,38,85,139,55,62,44,25,36
4160,0,43.625435591,20230217141219846,None,-1,38,79,136,55,63,44,26,36
4161,0,43.635448694,20230217141219856,None,-1,38,79,136,55,63,44,26,36
4162,0,43.645459414,20230217141219866,None,-1,38,79,136,55,63,44,26,36
4163,0,43.655460358,20230217141219876,None,-1,31,57,131,55,60,44,24,37
4164,0,43.665474415,20230217141219886,None,-1,31,57,131,55,60,44,24,37
4165,0,43.675462246,20230217141219896,None,-1,31,57,131,55,60,44,24,37
4166,0,43.6854496,20230217141219906,None,-1,32,61,108,63,68,44,22,35
4167,0,43.695458651,20230217141219916,None,-1,32,61,108,63,68,44,22,35
4168,0,43.705455303,20230217141219926,None,-1,32,54,100,51,64,32,28,33
4169,0,43.715460777,20230217141219936,None,-1,32,54,100,51,64,32,28,33
4170,0,43.725457907,20230217141219946,None,-1,32,56,106,53,72,34,28,34
4171,0,43.735445976,20230217141219956,None,-1,32,56,106,53,72,34,28,34
4172,0,43.74544096,20230217141219966,None,-1,32,58,108,58,76,38,27,34
4173,0,43.755445719,20230217141219976,None,-1,32,58,108,58,76,38,27,34
4174,0,43.765445471,20230217141219986,None,-1,31,59,110,57,78,39,30,31
4175,0,43.775508881,20230217141219996,None,-1,30,54,133,55,76,38,30,31
4176,0,43.785506964,20230217141220006,None,-1,30,54,133,55,76,38,30,31
4177,0,43.795454025,20230217141220016,None,-1,30,54,133,55,76,38,30,31
4178,0,43.805488348,20230217141220026,None,-1,33,72,130,58,77,38,24,33
4179,0,43.815467119,20230217141220036,None,-1,33,72,130,58,77,38,24,33
4180,0,43.82545042,20230217141220046,None,-1,32,72,131,61,72,33,23,34
4181,0,43.835449457,20230217141220056,None,-1,32,72,131,61,72,33,23,34
4182,0,43.845463514,20230217141220066,None,-1,30,70,132,58,68,29,23,36
4183,0,43.855440617,20230217141220076,None,-1,30,70,132,58,68,29,23,36
4184,0,43.865450859,20230217141220086,None,-1,31,72,141,58,70,43,20,36
4185,0,43.875458717,20230217141220096,None,-1,31,72,141,58,70,43,20,36
4186,0,43.885439873,20230217141220106,None,-1,31,73,132,68,65,43,19,39
4187,0,43.895449877,20230217141220116,None,-1,31,73,132,68,65,43,19,39
4188,0,43.905447245,20230217141220126,None,-1,28,54,133,67,71,44,19,39
4189,0,43.91546464,20230217141220136,None,-1,28,54,133,67,71,44,19,39
4190,0,43.925462723,20230217141220146,None,-1,28,54,133,67,71,44,19,39
4191,0,43.93548584,20230217141220156,None,-1,29,64,130,65,72,44,26,38
4192,0,43.945448876,20230217141220166,None,-1,32,75,129,67,71,43,28,38
4193,0,43.955461979,20230217141220176,None,-1,32,75,129,67,71,43,28,38
4194,0,43.965448141,20230217141220186,None,-1,32,78,113,72,67,30,29,36
4195,0,43.975442171,20230217141220196,None,-1,32,78,113,72,67,30,29,36
4196,0,43.985460758,20230217141220206,None,-1,32,78,113,72,67,30,29,36
4197,0,43.99545002,20230217141220216,None,-1,36,80,108,54,70,35,29,35
4198,0,44.005475283,20230217141220226,None,-1,36,80,104,55,57,37,30,41
4199,0,44.015511513,20230217141220236,None,-1,36,80,104,55,57,37,30,41
