idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
2800,1,30.025454044,20230217141206246,None,-1,40,145,408,136,134,27,32,123
2801,1,30.035449982,20230217141206256,None,-1,40,145,408,136,134,27,32,123
2802,1,30.045447588,20230217141206266,None,-1,40,167,408,133,130,27,33,122
2803,1,30.055518866,20230217141206276,None,-1,40,167,408,133,130,27,33,122
2804,1,30.065447569,20230217141206286,None,-1,40,167,408,133,130,27,33,122
2805,1,30.075456619,20230217141206296,None,-1,42,170,414,121,124,28,34,120
2806,1,30.085462809,20230217141206306,None,-1,42,170,414,121,124,28,34,120
2807,1,30.095439434,20230217141206316,None,-1,47,165,412,116,94,27,37,171
2808,1,30.105463266,20230217141206326,None,-1,40,175,399,118,91,26,34,140
2809,1,30.11544919,20230217141206336,None,-1,40,175,399,118,91,26,34,140
2810,1,30.125443459,20230217141206346,None,-1,40,175,399,118,91,26,34,140
2811,1,30.135436058,20230217141206356,None,-1,37,178,281,110,81,23,33,140
2812,1,30.145449638,20230217141206366,None,-1,38,165,347,113,85,25,39,141
2813,1,30.155446768,20230217141206376,None,-1,38,165,347,113,85,25,39,141
2814,1,30.165456772,20230217141206386,None,-1,40,203,344,116,83,23,42,150
2815,1,30.175455332,20230217141206396,None,-1,40,203,344,116,83,23,42,150
2816,1,30.185453415,20230217141206406,None,-1,40,203,344,116,83,23,42,150
2817,1,30.195446253,20230217141206416,None,-1,38,196,359,116,72,22,41,128
2818,1,30.20544982,20230217141206426,None,-1,39,173,403,126,84,24,41,126
2819,1,30.215488911,20230217141206436,None,-1,39,173,403,126,84,24,41,126
2820,1,30.225485087,20230217141206446,None,-1,44,202,424,135,109,27,38,129
2821,1,30.235504389,20230217141206456,None,-1,44,202,424,135,109,27,38,129
2822,1,30.245482922,20230217141206466,None,-1,44,202,424,135,109,27,38,129
2823,1,30.255492926,20230217141206476,None,-1,42,207,382,139,115,26,32,127
2824,1,30.265467405,20230217141206486,None,-1,42,169,456,133,114,28,31,156
2825,1,30.27545023,20230217141206496,None,-1,42,169,456,133,114,28,31,156
2826,1,30.285475016,20230217141206506,None,-1,40,194,466,137,115,28,29,125
2827,1,30.29547286,20230217141206516,None,-1,40,194,466,137,115,28,29,125
2828,1,30.30545044,20230217141206526,None,-1,40,194,466,137,115,28,29,125
2829,1,30.315463305,20230217141206536,None,-1,41,205,444,127,116,26,30,120
2830,1,30.325492382,20230217141206546,None,-1,35,180,418,113,94,25,31,118
2831,1,30.335479975,20230217141206556,None,-1,35,180,418,113,94,25,31,118
2832,1,30.345461369,20230217141206566,None,-1,37,192,462,102,94,25,31,130
2833,1,30.355491161,20230217141206576,None,-1,37,192,462,102,94,25,31,130
2834,1,30.365473271,20230217141206586,None,-1,37,192,462,102,94,25,31,130
2835,1,30.375496864,20230217141206596,None,-1,37,190,418,104,99,22,28,113
2836,1,30.385466576,20230217141206606,None,-1,35,163,461,103,111,24,28,115
2837,1,30.395578861,20230217141206616,None,-1,35,163,461,103,111,24,28,115
2838,1,30.405475855,20230217141206626,None,-1,33,174,431,106,114,26,29,118
2839,1,30.415497065,20230217141206636,None,-1,33,174,431,106,114,26,29,118
2840,1,30.425471544,20230217141206646,None,-1,33,174,431,106,114,26,29,118
2841,1,30.435461521,20230217141206656,None,-1,33,176,523,107,114,24,30,115
2842,1,30.445455551,20230217141206666,None,-1,32,159,533,100,106,24,30,139
2843,1,30.455458403,20230217141206676,None,-1,32,159,533,100,106,24,30,139
2844,1,30.46545744,20230217141206686,None,-1,26,153,515,98,99,26,29,113
2845,1,30.475462675,20230217141206696,None,-1,26,153,515,98,99,26,29,113
2846,1,30.485472202,20230217141206706,None,-1,26,153,515,98,99,26,29,113
2847,1,30.495506048,20230217141206716,None,-1,26,171,471,90,89,25,30,114
2848,1,30.505455732,20230217141206726,None,-1,27,142,477,104,80,25,31,113
2849,1,30.51546073,20230217141206736,None,-1,27,142,477,104,80,25,31,113
2850,1,30.525462628,20230217141206746,None,-1,32,131,393,101,91,28,33,115
2851,1,30.535449743,20230217141206756,None,-1,32,131,393,101,91,28,33,115
2852,0,30.545450449,20230217141206766,None,-1,32,131,393,101,91,28,33,115
2853,0,30.555464983,20230217141206776,None,-1,35,164,411,99,97,29,33,128
2854,0,30.565475226,20230217141206786,None,-1,35,166,432,106,107,28,37,131
2855,0,30.575467587,20230217141206796,None,-1,35,166,432,106,107,28,37,131
2856,0,30.585458517,20230217141206806,None,-1,36,155,421,111,109,28,34,129
2857,0,30.595456839,20230217141206816,None,-1,36,155,421,111,109,28,34,129
2858,0,30.605438471,20230217141206826,None,-1,36,155,421,111,109,28,34,129
2859,0,30.6154356,20230217141206836,None,-1,36,186,427,92,105,27,30,127
2860,0,30.625451803,20230217141206846,None,-1,36,195,417,90,96,24,26,160
2861,0,30.635457516,20230217141206856,None,-1,36,195,417,90,96,24,26,160
2862,0,30.645450115,20230217141206866,None,-1,32,171,367,100,92,24,32,123
2863,0,30.655448437,20230217141206876,None,-1,32,171,367,100,92,24,32,123
2864,0,30.665440321,20230217141206886,None,-1,32,171,367,100,92,24,32,123
2865,0,30.675454378,20230217141206896,None,-1,37,184,348,105,87,24,31,120
2866,0,30.6854496,20230217141206906,None,-1,37,180,373,101,86,24,30,118
2867,0,30.695440054,20230217141206916,None,-1,37,180,373,101,86,24,30,118
2868,0,30.705436945,20230217141206926,None,-1,36,145,362,127,90,26,31,131
2869,0,30.715441227,20230217141206936,None,-1,36,145,362,127,90,26,31,131
2870,0,30.72543931,20230217141206946,None,-1,36,145,362,127,90,26,31,131
2871,0,30.735450745,20230217141206956,None,-1,35,132,377,134,91,26,35,121
2872,0,30.745452404,20230217141206966,None,-1,35,136,357,140,108,26,30,117
2873,0,30.755446673,20230217141206976,None,-1,35,136,357,140,108,26,30,117
2874,0,30.765451431,20230217141206986,None,-1,35,135,352,131,100,25,35,120
2875,0,30.775473833,20230217141206996,None,-1,35,135,352,131,100,25,35,120
2876,0,30.785468102,20230217141207006,None,-1,35,135,352,131,100,25,35,120
2877,0,30.795495272,20230217141207016,None,-1,33,132,306,131,97,23,37,121
2878,0,30.805467367,20230217141207026,None,-1,33,129,304,103,94,21,37,120
2879,0,30.815503597,20230217141207036,None,-1,33,129,304,103,94,21,37,120
2880,0,30.825500488,20230217141207046,None,-1,32,173,252,93,96,22,37,114
2881,0,30.83547926,20230217141207056,None,-1,32,173,252,93,96,22,37,114
2882,0,30.845473051,20230217141207066,None,-1,32,173,252,93,96,22,37,114
2883,0,30.855444908,20230217141207076,None,-1,35,166,201,75,73,22,35,116
2884,0,30.865447521,20230217141207086,None,-1,31,153,173,71,74,22,28,117
2885,0,30.875445366,20230217141207096,None,-1,31,153,173,71,74,22,28,117
2886,0,30.885450602,20230217141207106,None,-1,35,170,257,72,80,22,30,119
2887,0,30.895455122,20230217141207116,None,-1,35,170,257,72,80,22,30,119
2888,0,30.905442476,20230217141207126,None,-1,35,170,257,72,80,22,30,119
2889,0,30.915463448,20230217141207136,None,-1,38,171,260,68,79,26,38,152
2890,0,30.925479412,20230217141207146,None,-1,38,171,260,68,79,26,38,152
2891,0,30.935460806000002,20230217141207156,None,-1,37,143,269,65,74,24,36,135
2892,0,30.94546032,20230217141207166,None,-1,37,145,287,65,80,24,37,135
2893,0,30.955445767,20230217141207176,None,-1,37,145,287,65,80,24,37,135
2894,0,30.965441227,20230217141207186,None,-1,37,145,287,65,80,24,37,135
2895,0,30.975437164,20230217141207196,None,-1,37,167,306,71,84,23,38,133
2896,0,30.98545599,20230217141207206,None,-1,37,167,306,71,84,23,38,133
2897,0,30.995445967,20230217141207216,None,-1,34,144,235,78,75,24,34,142
2898,0,31.005469799,20230217141207226,None,-1,33,156,232,79,68,23,46,133
2899,0,31.015456677,20230217141207236,None,-1,33,156,232,79,68,23,46,133
