idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
2500,0,27.025516749,20230217141203246,None,-1,38,112,224,43,52,24,33,49
2501,0,27.035475016,20230217141203256,None,-1,41,121,219,42,40,26,36,49
2502,0,27.045493126,20230217141203266,None,-1,41,121,219,42,40,26,36,49
2503,0,27.055467129,20230217141203276,None,-1,36,101,199,47,56,24,35,47
2504,0,27.065459967,20230217141203286,None,-1,36,101,199,47,56,24,35,47
2505,0,27.075463534,20230217141203296,None,-1,35,145,206,45,58,26,33,48
2506,0,27.085495949,20230217141203306,None,-1,35,145,206,45,58,26,33,48
2507,0,27.095486403,20230217141203316,None,-1,35,145,206,45,58,26,33,48
2508,0,27.105456352,20230217141203326,None,-1,40,142,177,43,58,25,36,63
2509,0,27.115492821,20230217141203336,None,-1,40,142,177,43,58,25,36,63
2510,0,27.125526667,20230217141203346,None,-1,40,145,178,44,64,24,34,55
2511,0,27.135468483,20230217141203356,None,-1,37,152,182,41,63,24,33,56
2512,0,27.145497322,20230217141203366,None,-1,37,152,182,41,63,24,33,56
2513,0,27.155461073,20230217141203376,None,-1,37,152,182,41,63,24,33,56
2514,0,27.165474653,20230217141203386,None,-1,38,151,189,37,48,24,33,53
2515,0,27.175458908,20230217141203396,None,-1,38,151,189,37,48,24,33,53
2516,0,27.185520649,20230217141203406,None,-1,37,115,185,43,48,22,33,63
2517,0,27.19550395,20230217141203416,None,-1,30,133,186,45,49,23,27,47
2518,0,27.205472946,20230217141203426,None,-1,30,133,186,45,49,23,27,47
2519,0,27.215454817,20230217141203436,None,-1,30,133,186,45,49,23,27,47
2520,0,27.225460053,20230217141203446,None,-1,31,128,166,44,45,23,36,46
2521,1,27.23544693,20230217141203456,None,-1,31,128,166,44,45,23,36,46
2522,1,27.245462895,20230217141203466,None,-1,36,112,167,44,47,22,37,54
2523,1,27.255419016,20230217141203476,None,-1,38,142,170,40,44,22,39,54
2524,1,27.26546526,20230217141203486,None,-1,38,142,170,40,44,22,39,54
2525,1,27.275439501,20230217141203496,None,-1,38,142,170,40,44,22,39,54
2526,1,27.285472632,20230217141203506,None,-1,43,135,164,33,40,24,38,58
2527,1,27.295451641,20230217141203516,None,-1,43,135,164,33,40,24,38,58
2528,1,27.305444718,20230217141203526,None,-1,43,117,155,40,41,24,39,58
2529,1,27.315459967,20230217141203536,None,-1,40,118,156,40,41,25,31,61
2530,1,27.325458765,20230217141203546,None,-1,40,118,156,40,41,25,31,61
2531,1,27.335446358,20230217141203556,None,-1,40,118,156,40,41,25,31,61
2532,1,27.345440865,20230217141203566,None,-1,37,122,164,44,48,25,41,56
2533,1,27.355462551,20230217141203576,None,-1,37,122,164,44,48,25,41,56
2534,1,27.365463495,20230217141203586,None,-1,38,106,185,46,50,25,41,60
2535,1,27.37546587,20230217141203596,None,-1,32,128,188,45,50,24,42,59
2536,1,27.385472775,20230217141203606,None,-1,32,128,188,45,50,24,42,59
2537,1,27.395448446,20230217141203616,None,-1,32,128,188,45,50,24,42,59
2538,1,27.405513525,20230217141203626,None,-1,32,142,175,39,52,24,41,59
2539,1,27.415484905,20230217141203636,None,-1,32,142,175,39,52,24,41,59
2540,1,27.42550683,20230217141203646,None,-1,32,139,198,43,54,23,46,57
2541,1,27.435492516,20230217141203656,None,-1,32,139,198,43,54,23,46,57
2542,1,27.445462227,20230217141203666,None,-1,34,136,190,42,50,23,36,62
2543,1,27.455465317,20230217141203676,None,-1,34,136,190,42,50,23,36,62
2544,1,27.465455771,20230217141203686,None,-1,34,174,166,41,49,24,43,71
2545,1,27.475467682,20230217141203696,None,-1,34,174,166,41,49,24,43,71
2546,1,27.485463143,20230217141203706,None,-1,34,166,169,42,49,22,46,59
2547,1,27.495500803,20230217141203716,None,-1,39,161,171,42,43,22,47,60
2548,1,27.505506992,20230217141203726,None,-1,39,161,171,42,43,22,47,60
