idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
3800,0,40.025464058,20230217141216246,None,-1,49,174,181,102,106,61,36,63
3801,0,40.03549695,20230217141216256,None,-1,49,174,181,102,106,61,36,63
3802,0,40.045499802,20230217141216266,None,-1,49,174,181,102,106,61,36,63
3803,0,40.055514574,20230217141216276,None,-1,47,181,204,104,122,55,30,63
3804,0,40.065468788,20230217141216286,None,-1,47,181,204,104,122,55,30,63
3805,0,40.075490952,20230217141216296,None,-1,48,176,222,106,143,60,48,66
3806,0,40.085505009,20230217141216306,None,-1,48,176,222,106,143,60,48,66
3807,0,40.09546113,20230217141216316,None,-1,43,153,208,106,142,59,52,56
3808,0,40.105487585,20230217141216326,None,-1,43,153,208,106,142,59,52,56
3809,0,40.115467072,20230217141216336,None,-1,42,162,214,107,143,58,53,73
3810,0,40.125485897,20230217141216346,None,-1,42,162,214,107,143,58,53,73
3811,0,40.135566235,20230217141216356,None,-1,45,161,188,110,125,55,53,75
3812,0,40.145502567,20230217141216366,None,-1,45,161,188,110,125,55,53,75
3813,0,40.155467749,20230217141216376,None,-1,45,178,167,128,147,57,56,77
3814,0,40.165466547,20230217141216386,None,-1,45,178,167,128,147,57,56,77
3815,0,40.175508022,20230217141216396,None,-1,43,194,136,126,132,58,39,78
3816,0,40.18546772,20230217141216406,None,-1,43,194,136,126,132,58,39,78
3817,0,40.195456028,20230217141216416,None,-1,42,189,178,128,132,63,46,74
3818,0,40.20546341,20230217141216426,None,-1,42,189,178,128,132,63,46,74
3819,0,40.215458393,20230217141216436,None,-1,35,182,168,127,145,67,47,60
3820,0,40.225516558,20230217141216446,None,-1,35,182,168,127,145,67,47,60
3821,0,40.235471964,20230217141216456,None,-1,37,186,163,124,148,68,48,59
3822,0,40.24549222,20230217141216466,None,-1,37,186,163,124,148,68,48,59
3823,0,40.255466223,20230217141216476,None,-1,38,179,166,104,124,62,46,57
3824,0,40.265492439,20230217141216486,None,-1,38,159,166,113,127,52,46,59
3825,0,40.275505066,20230217141216496,None,-1,38,159,166,113,127,52,46,59
3826,0,40.285465241,20230217141216506,None,-1,38,159,166,113,127,52,46,59
3827,0,40.295495033,20230217141216516,None,-1,37,164,127,111,134,58,35,57
3828,0,40.305464745,20230217141216526,None,-1,37,164,127,111,134,58,35,57
3829,0,40.315543652,20230217141216536,None,-1,37,164,127,111,134,58,35,57
3830,0,40.32547617,20230217141216546,None,-1,37,154,130,108,132,55,38,44
3831,0,40.335485458,20230217141216556,None,-1,34,146,126,99,138,54,40,58
3832,0,40.345481157,20230217141216566,None,-1,34,146,126,99,138,54,40,58
3833,0,40.355471134,20230217141216576,None,-1,31,129,127,95,129,55,40,57
3834,0,40.365455389,20230217141216586,None,-1,31,129,127,95,129,55,40,57
3835,0,40.375470162,20230217141216596,None,-1,32,127,165,82,120,50,41,57
