idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
4900,0,51.025526762,20230217141227246,None,-1,44,99,182,76,69,25,37,86
4901,0,51.035489798,20230217141227256,None,-1,36,81,192,67,71,27,37,88
4902,0,51.045461178,20230217141227266,None,-1,36,81,192,67,71,27,37,88
4903,0,51.055498123,20230217141227276,None,-1,36,81,192,67,71,27,37,88
4904,0,51.065466881,20230217141227286,None,-1,40,94,189,69,76,26,31,88
4905,0,51.075505495,20230217141227296,None,-1,40,94,189,69,76,26,31,88
4906,0,51.085518599,20230217141227306,None,-1,43,96,177,72,73,24,31,89
4907,0,51.095504046,20230217141227316,None,-1,44,98,168,71,75,24,33,90
4908,0,51.105506182,20230217141227326,None,-1,44,98,168,71,75,24,33,90
4909,0,51.115507126,20230217141227336,None,-1,44,98,168,71,75,24,33,90
4910,0,51.125502586,20230217141227346,None,-1,42,97,197,66,72,23,35,60
4911,0,51.135483265,20230217141227356,None,-1,42,97,197,66,72,23,35,60
4912,0,51.145514965,20230217141227366,None,-1,41,101,218,68,75,22,35,48
4913,0,51.155517578,20230217141227376,None,-1,36,99,213,62,69,25,39,89
4914,0,51.165506363,20230217141227386,None,-1,36,99,213,62,69,25,39,89
4915,0,51.175451756,20230217141227396,None,-1,36,99,213,62,69,25,39,89
4916,0,51.185445309,20230217141227406,None,-1,36,99,213,62,69,25,39,89
4917,0,51.195495606,20230217141227416,None,-1,31,107,239,64,66,24,34,93
4918,0,51.205472231,20230217141227426,None,-1,29,116,250,62,66,23,30,91
4919,0,51.215465069,20230217141227436,None,-1,30,113,228,63,76,24,32,89
4920,0,51.225495577,20230217141227446,None,-1,30,113,228,63,76,24,32,89
4921,0,51.235503674,20230217141227456,None,-1,30,113,228,63,76,24,32,89
4922,0,51.245500803,20230217141227466,None,-1,27,111,178,57,64,23,34,90
4923,0,51.255485535,20230217141227476,None,-1,27,111,178,57,64,23,34,90
4924,0,51.265471459,20230217141227486,None,-1,33,104,174,51,67,23,38,47
4925,0,51.275462628,20230217141227496,None,-1,33,104,174,51,67,23,38,47
4926,0,51.285483599,20230217141227506,None,-1,36,91,171,48,71,25,41,73
4927,0,51.295496464,20230217141227516,None,-1,36,91,171,48,71,25,41,73
4928,0,51.30549407,20230217141227526,None,-1,35,85,191,55,67,24,42,77
4929,0,51.315497398,20230217141227536,None,-1,35,85,191,55,67,24,42,77
4930,0,51.325514317,20230217141227546,None,-1,36,92,229,53,58,24,37,77
4931,0,51.3354671,20230217141227556,None,-1,39,91,245,65,66,24,41,77
4932,0,51.345458746,20230217141227566,None,-1,39,91,245,65,66,24,41,77
4933,0,51.355459929,20230217141227576,None,-1,39,91,245,65,66,24,41,77
4934,0,51.365498781,20230217141227586,None,-1,37,90,241,65,61,24,35,77
4935,0,51.375499964,20230217141227596,None,-1,37,90,241,65,61,24,35,77
4936,0,51.385472775,20230217141227606,None,-1,37,105,238,61,54,22,31,48
4937,0,51.395480633,20230217141227616,None,-1,37,105,238,61,54,22,31,48
4938,0,51.405461788,20230217141227626,None,-1,39,111,221,60,62,24,30,41
4939,0,51.415466786,20230217141227636,None,-1,39,111,221,60,62,24,30,41
4940,0,51.425454617,20230217141227646,None,-1,43,116,183,58,62,23,31,81
4941,0,51.43551755,20230217141227656,None,-1,43,116,183,58,62,23,31,81
4942,0,51.445483923,20230217141227666,None,-1,40,114,178,55,63,26,38,84
4943,0,51.455472231,20230217141227676,None,-1,39,120,175,62,66,28,40,85
4944,0,51.465445042,20230217141227686,None,-1,39,120,175,62,66,28,40,85
4945,0,51.475497484,20230217141227696,None,-1,39,120,175,62,66,28,40,85
4946,0,51.485502005,20230217141227706,None,-1,41,110,227,66,67,28,41,82
4947,0,51.495471239,20230217141227716,None,-1,41,110,227,66,67,28,41,82
4948,0,51.505524159,20230217141227726,None,-1,44,112,243,66,61,27,42,83
4949,0,51.515474081,20230217141227736,None,-1,44,112,243,66,61,27,42,83
4950,0,51.525516987,20230217141227746,None,-1,41,109,255,65,59,27,43,42
4951,0,51.535474301,20230217141227756,None,-1,41,109,255,65,59,27,43,42
4952,0,51.545501709,20230217141227766,None,-1,43,108,258,63,53,25,32,32
4953,0,51.555519343,20230217141227776,None,-1,43,108,258,63,53,25,32,32
4954,0,51.56548667,20230217141227786,None,-1,47,95,267,56,54,22,30,73
4955,0,51.575494051,20230217141227796,None,-1,47,95,267,56,54,22,30,73
4956,0,51.585468054,20230217141227806,None,-1,44,98,212,55,56,26,41,78
4957,0,51.595509768,20230217141227816,None,-1,44,98,212,55,56,26,41,78
4958,0,51.605521441,20230217141227826,None,-1,43,95,186,65,55,27,44,76
4959,0,51.615507126,20230217141227836,None,-1,43,95,186,65,55,27,44,76
4960,0,51.625478745,20230217141227846,None,-1,47,105,177,67,56,28,43,77
4961,0,51.635513544,20230217141227856,None,-1,47,105,177,67,56,28,43,77
4962,0,51.645507574,20230217141227866,None,-1,46,116,182,67,62,28,43,81
4963,0,51.655479908,20230217141227876,None,-1,46,116,182,67,62,28,43,81
4964,0,51.6655128,20230217141227886,None,-1,44,116,206,70,65,29,43,81
4965,0,51.675467968,20230217141227896,None,-1,44,116,206,70,65,29,43,81
4966,0,51.685489416,20230217141227906,None,-1,46,123,254,79,83,28,33,81
4967,0,51.695486546,20230217141227916,None,-1,46,123,254,79,83,28,33,81
4968,0,51.705471516,20230217141227926,None,-1,46,115,269,71,82,26,36,82
4969,0,51.715457678,20230217141227936,None,-1,46,115,269,71,82,26,36,82
4970,0,51.725440502,20230217141227946,None,-1,39,101,264,71,83,28,44,83
4971,0,51.735445738,20230217141227956,None,-1,39,101,264,71,83,28,44,83
4972,0,51.745444298,20230217141227966,None,-1,44,115,254,70,87,29,44,80
4973,0,51.755456925,20230217141227976,None,-1,44,115,254,70,87,29,44,80
4974,0,51.76544714,20230217141227986,None,-1,46,120,224,70,89,28,43,50
4975,0,51.775479317,20230217141227996,None,-1,46,120,224,70,89,28,43,50
4976,0,51.785475969,20230217141228006,None,-1,47,107,186,61,76,26,42,82
4977,0,51.795463562,20230217141228016,None,-1,47,107,186,61,76,26,42,82
4978,0,51.805482388,20230217141228026,None,-1,47,107,186,61,76,26,42,82
4979,0,51.815497875,20230217141228036,None,-1,44,105,190,63,75,26,37,84
4980,0,51.825500727,20230217141228046,None,-1,43,112,249,63,75,24,32,85
4981,0,51.835485935,20230217141228056,None,-1,43,112,249,63,75,24,32,85
4982,0,51.845495939,20230217141228066,None,-1,43,87,251,65,65,24,37,86
4983,0,51.855472326,20230217141228076,None,-1,43,87,251,65,65,24,37,86
4984,0,51.865491867,20230217141228086,None,-1,40,101,269,67,80,24,38,86
4985,0,51.875492334,20230217141228096,None,-1,40,101,269,67,80,24,38,86
4986,0,51.885507584,20230217141228106,None,-1,35,99,256,59,79,24,38,51
4987,0,51.895458937,20230217141228116,None,-1,35,99,256,59,79,24,38,51
4988,0,51.905459404,20230217141228126,None,-1,37,120,246,59,83,24,37,83
4989,0,51.915505648,20230217141228136,None,-1,37,120,246,59,83,24,37,83
4990,0,51.925467253,20230217141228146,None,-1,39,110,197,72,88,24,33,85
4991,0,51.935464621,20230217141228156,None,-1,39,110,197,72,88,24,33,85
4992,0,51.945493937,20230217141228166,None,-1,34,112,188,67,86,27,36,84
4993,0,51.955499649,20230217141228176,None,-1,34,112,188,67,86,27,36,84
4994,0,51.965460301,20230217141228186,None,-1,36,101,172,60,65,28,42,83
4995,0,51.975496054,20230217141228196,None,-1,36,101,172,60,65,28,42,83
4996,0,51.98548317,20230217141228206,None,-1,38,103,165,67,68,28,44,84
4997,0,51.99546051,20230217141228216,None,-1,38,103,165,67,68,28,44,84
4998,0,52.005467653,20230217141228226,None,-1,42,90,185,67,68,28,43,48
4999,0,52.015460968,20230217141228236,None,-1,42,90,185,67,68,28,43,48
