idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
3000,0,32.02546072,20230217141208246,None,-1,38,138,166,47,47,21,38,95
3001,0,32.03545332,20230217141208256,None,-1,41,144,187,45,47,20,35,91
3002,0,32.045438528,20230217141208266,None,-1,41,144,187,45,47,20,35,91
3003,0,32.055484772,20230217141208276,None,-1,42,149,185,45,52,20,40,119
3004,0,32.06545043,20230217141208286,None,-1,42,149,185,45,52,20,40,119
3005,0,32.075455189,20230217141208296,None,-1,42,137,189,51,61,20,39,125
3006,0,32.085462093,20230217141208306,None,-1,42,137,189,51,61,20,39,125
3007,0,32.095463753,20230217141208316,None,-1,42,136,176,53,66,19,32,124
3008,0,32.105437517,20230217141208326,None,-1,42,136,176,53,66,19,32,124
3009,0,32.115471602,20230217141208336,None,-1,44,154,158,51,69,20,38,127
3010,0,32.125446797,20230217141208346,None,-1,44,154,158,51,69,20,38,127
3011,0,32.13544035,20230217141208356,None,-1,45,157,147,52,72,20,38,128
3012,0,32.145461559,20230217141208366,None,-1,45,157,147,52,72,20,38,128
3013,0,32.155463934,20230217141208376,None,-1,46,129,131,50,65,19,33,142
3014,0,32.165442228,20230217141208386,None,-1,46,129,131,50,65,19,33,142
3015,0,32.175459385,20230217141208396,None,-1,43,129,129,46,56,19,37,114
3016,0,32.185466766,20230217141208406,None,-1,43,129,129,46,56,19,37,114
3017,0,32.195463657,20230217141208416,None,-1,44,160,137,46,54,23,39,115
3018,0,32.205450058,20230217141208426,None,-1,44,160,137,46,54,23,39,115
3019,0,32.215478659,20230217141208436,None,-1,42,141,143,45,43,22,33,113
3020,0,32.225438595,20230217141208446,None,-1,42,141,143,45,43,22,33,113
3021,0,32.235451937,20230217141208456,None,-1,42,129,145,46,41,22,34,118
3022,0,32.245449543,20230217141208466,None,-1,42,129,145,46,41,22,34,118
3023,0,32.25545764,20230217141208476,None,-1,42,127,144,52,44,22,37,104
3024,0,32.265459776,20230217141208486,None,-1,42,127,144,52,44,22,37,104
3025,0,32.275462151,20230217141208496,None,-1,42,152,138,56,46,22,32,104
3026,0,32.285440683,20230217141208506,None,-1,42,152,138,56,46,22,32,104
3027,0,32.295453072,20230217141208516,None,-1,43,125,124,58,47,19,32,106
3028,0,32.305445433,20230217141208526,None,-1,43,125,124,58,47,19,32,106
3029,0,32.31545949,20230217141208536,None,-1,44,127,100,60,47,20,31,104
3030,0,32.325467587,20230217141208546,None,-1,44,127,100,60,47,20,31,104
3031,0,32.335460663,20230217141208556,None,-1,41,123,78,57,45,20,36,106
3032,0,32.345472098,20230217141208566,None,-1,37,134,73,53,39,23,40,106
3033,0,32.355464935,20230217141208576,None,-1,37,134,73,53,39,23,40,106
3034,0,32.365480662,20230217141208586,None,-1,37,134,73,53,39,23,40,106
3035,0,32.375460386,20230217141208596,None,-1,38,118,81,47,38,23,40,107
3036,0,32.385448933,20230217141208606,None,-1,38,118,81,47,38,23,40,107
3037,0,32.395450592,20230217141208616,None,-1,41,115,107,41,32,23,39,103
3038,0,32.405457258,20230217141208626,None,-1,40,117,113,35,34,23,40,107
3039,0,32.415497303,20230217141208636,None,-1,40,117,113,35,34,23,40,107
3040,0,32.425471306,20230217141208646,None,-1,40,117,113,35,34,23,40,107
3041,0,32.435467005,20230217141208656,None,-1,38,120,119,30,32,23,34,102
3042,0,32.445444346,20230217141208666,None,-1,38,120,119,30,32,23,34,102
3043,0,32.45544076,20230217141208676,None,-1,38,120,119,30,32,23,34,102
3044,0,32.465451241,20230217141208686,None,-1,41,127,119,25,34,19,32,97
3045,0,32.475462675,20230217141208696,None,-1,41,127,119,25,34,19,32,97
3046,0,32.485450745,20230217141208706,None,-1,41,127,119,25,34,19,32,97
3047,0,32.495450974,20230217141208716,None,-1,41,124,105,28,35,22,36,95
3048,0,32.505439997,20230217141208726,None,-1,41,124,105,28,35,22,36,95
3049,0,32.515443802,20230217141208736,None,-1,39,130,96,27,32,22,37,94
3050,0,32.525451899,20230217141208746,None,-1,37,138,79,27,31,22,37,90
3051,0,32.535390139,20230217141208756,None,-1,37,138,79,27,31,22,37,90
3052,0,32.545454502,20230217141208766,None,-1,37,138,79,27,31,22,37,90
3053,0,32.55547905,20230217141208776,None,-1,43,124,79,27,31,24,31,84
3054,0,32.565467119,20230217141208786,None,-1,43,124,79,27,31,24,31,84
3055,0,32.575461149,20230217141208796,None,-1,42,136,111,34,34,25,35,87
3056,0,32.585468292,20230217141208806,None,-1,42,136,111,34,34,25,35,87
3057,0,32.595462322,20230217141208816,None,-1,40,148,104,36,37,21,29,89
3058,0,32.605450153,20230217141208826,None,-1,40,148,104,36,37,21,29,89
3059,0,32.615496159,20230217141208836,None,-1,43,157,105,38,44,23,28,87
3060,0,32.625487805,20230217141208846,None,-1,43,157,105,38,44,23,28,87
3061,0,32.635505438,20230217141208856,None,-1,45,150,114,38,45,22,39,93
3062,0,32.645522356,20230217141208866,None,-1,40,143,149,39,44,22,40,91
3063,0,32.655518055,20230217141208876,None,-1,40,143,149,39,44,22,40,91
3064,0,32.665503502,20230217141208886,None,-1,40,143,149,39,44,22,40,91
3065,0,32.675465584,20230217141208896,None,-1,41,132,132,42,44,22,37,54
3066,0,32.68547535,20230217141208906,None,-1,41,132,132,42,44,22,37,54
3067,0,32.695451498,20230217141208916,None,-1,42,148,133,41,42,23,42,79
3068,0,32.705451727,20230217141208926,None,-1,40,127,134,44,38,20,44,80
3069,0,32.715495348,20230217141208936,None,-1,40,127,134,44,38,20,44,80
3070,0,32.725466013,20230217141208946,None,-1,40,127,134,44,38,20,44,80
3071,0,32.735459566,20230217141208956,None,-1,39,121,128,49,42,22,35,71
