idx,gt,time_elapsed,current_time,current_task,motor_position,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
4500,1,47.025467634,20230217141223246,None,-1,61,167,302,154,130,43,28,41
4501,1,47.035498142,20230217141223256,None,-1,74,183,323,148,119,34,27,40
4502,1,47.045505285,20230217141223266,None,-1,74,183,323,148,119,34,27,40
4503,1,47.055500746,20230217141223276,None,-1,70,198,291,144,125,32,22,38
4504,1,47.065500736,20230217141223286,None,-1,70,198,291,144,125,32,22,38
4505,1,47.075473786,20230217141223296,None,-1,67,180,306,137,117,30,23,36
4506,1,47.085458756,20230217141223306,None,-1,67,180,306,137,117,30,23,36
4507,1,47.095507622,20230217141223316,None,-1,67,185,277,127,109,30,35,38
4508,1,47.105502606,20230217141223326,None,-1,67,185,277,127,109,30,35,38
4509,1,47.115479469,20230217141223336,None,-1,62,181,289,135,119,43,41,38
4510,1,47.125505448,20230217141223346,None,-1,62,181,289,135,119,43,41,38
4511,1,47.135464907,20230217141223356,None,-1,46,162,287,132,116,42,43,68
4512,1,47.145458937,20230217141223366,None,-1,46,162,287,132,116,42,43,68
4513,1,47.155492783,20230217141223376,None,-1,52,145,334,131,112,43,44,68
4514,1,47.165458202,20230217141223386,None,-1,52,145,334,131,112,43,44,68
4515,1,47.17549634,20230217141223396,None,-1,52,144,333,141,105,43,43,69
4516,1,47.185451031,20230217141223406,None,-1,52,144,333,141,105,43,43,69
4517,1,47.19549346,20230217141223416,None,-1,54,138,324,143,109,44,38,70
4518,1,47.205507517,20230217141223426,None,-1,54,138,324,143,109,44,38,70
4519,1,47.215496063,20230217141223436,None,-1,54,142,329,123,100,31,38,76
4520,1,47.225467682,20230217141223446,None,-1,54,142,329,123,100,31,38,76
4521,1,47.235462666,20230217141223456,None,-1,54,150,363,118,100,29,38,71
4522,1,47.245500803,20230217141223466,None,-1,54,150,363,118,100,29,38,71
4523,1,47.255445719,20230217141223476,None,-1,55,146,329,131,102,28,40,74
4524,1,47.265494347,20230217141223486,None,-1,55,146,329,131,102,28,40,74
4525,1,47.275502682,20230217141223496,None,-1,55,146,380,124,105,28,40,77
4526,1,47.285449743,20230217141223506,None,-1,51,141,368,120,98,29,37,76
